Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency,Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,1a7a80e8-b013-402e-a73b-c3e3366458d9,2025-03-19,Expert,3,3,3,3,3,True,False,False,False,False,False,3,3,3,3,3,True,False,False,False,False,False,False,,,Male,White,60-86K,38,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,74015,Independent,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Prolific
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,4d0436a0-0908-41a5-bf20-807062d7f454,2025-03-21,Novice,5,1,1,1,1,True,True,False,True,False,False,1,1,1,1,1,False,False,False,False,False,False,False,,,Female,Asian American and Pacific Islander,86K-165K,24,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Weekly,Monthly,Upwork
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,55497c83-385e-49f1-9fee-9160ef2cb7eb,2025-03-12,Expert,2,2,3,2,3,False,False,False,False,False,False,3,3,2,3,4,False,True,True,False,False,False,False,,,Male,Black,209K-529K,49,"Professional Degree (e.g., MD, JD)",More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,22079,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Weekly,Never,Monthly,Never,Weekly,Never,Weekly,Prolific
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,664bc354-1b66-4518-a897-3a5f2d16a58f,2025-03-25,Expert,1,3,3,1,3,False,False,False,False,False,False,1,1,2,3,3,False,True,True,False,False,True,False,,,Female,White,165K-209K,26,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Prolific
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,6ebf45b1-53b0-42f7-8312-affa91eda6af,2025-03-11,Expert,1,2,4,1,4,False,False,False,False,False,False,1,4,5,5,4,False,False,True,False,False,True,False,,,Male,White,86K-165K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,92679,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Monthly,Never,Weekly,Monthly,Daily,Monthly,Never,Prolific
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,75dfe2a0-1a9a-43ce-ac5b-5a06d6d9aae4,2025-03-11,Expert,3,1,4,1,3,True,True,True,True,True,True,1,3,3,3,3,False,True,True,True,True,True,True,,,Male,White,30-60K,43,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,68771,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Never,Monthly,Daily,Daily,Daily,Prolific
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,7f35d4fc-0ca5-43db-afdf-939a1d921f8f,2025-01-23,Novice,1,1,1,1,1,False,False,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,,,Male,Black,86K-165K,18,"Some College, No Degree",1-2 year,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,dcdc99e1-d187-4ff4-b100-f05a0a8701fa,2025-03-24,Expert,5,4,4,4,4,False,True,False,False,True,True,4,3,4,4,4,False,False,True,False,False,False,False,,,Male,Asian American and Pacific Islander,30-60K,23,Master’s Degree,3-5 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Daily,WoM
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",3892b81a-1264-4878-8ce0-00554becf739,2025-03-23,Novice,3,3,3,1,3,True,False,False,False,False,True,1,3,5,3,2,False,False,False,False,False,False,False,,,Male,Other,30-60K,27,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,,Prefer not to answer,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Monthly,Daily,Monthly,Never,Weekly,Never,Never,WoM
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",4d0436a0-0908-41a5-bf20-807062d7f454,2025-03-21,Average,2,1,3,4,3,False,False,False,False,False,False,1,4,3,3,4,False,True,False,True,False,False,False,,,Female,Asian American and Pacific Islander,86K-165K,24,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Weekly,Monthly,Upwork
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",55497c83-385e-49f1-9fee-9160ef2cb7eb,2025-03-12,Average,2,1,3,2,2,False,False,False,False,False,False,3,2,2,3,3,False,False,True,True,False,False,False,,,Male,Black,209K-529K,49,"Professional Degree (e.g., MD, JD)",More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,22079,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Weekly,Never,Monthly,Never,Weekly,Never,Weekly,Prolific
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",664bc354-1b66-4518-a897-3a5f2d16a58f,2025-03-25,Expert,1,3,3,1,4,False,False,False,False,False,False,3,2,2,4,1,False,False,False,False,False,False,False,,,Female,White,165K-209K,26,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Prolific
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",6ebf45b1-53b0-42f7-8312-affa91eda6af,2025-03-11,Average,1,1,3,1,3,False,False,False,False,False,False,1,4,3,3,3,False,False,False,True,True,False,False,,,Male,White,86K-165K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,92679,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Monthly,Never,Weekly,Monthly,Daily,Monthly,Never,Prolific
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",a5186a7b-92b9-45a8-a29d-f6b9eeae2944,2025-03-23,Average,3,3,2,3,2,True,False,False,True,False,False,2,3,2,2,3,False,True,True,False,True,False,False,,,Male,Other,0-30K,18,High School,Less than 1 year,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,08400,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Monthly,Daily,WoM
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",a92ce460-fa2b-4b24-b479-2111ce170f7b,2025-03-24,Average,3,2,3,5,3,True,True,False,False,False,False,1,2,2,4,2,False,False,False,False,False,False,False,,,Female,Asian American and Pacific Islander,Prefer not to say,18,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,No political affliation,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Monthly,Monthly,Daily,Daily,Weekly,Daily,Never,Daily,WoM
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",cbede946-9cc8-4573-841c-9f4dd33f3d83,2025-03-15,Expert,1,2,2,2,2,False,False,False,False,False,False,1,4,3,4,1,False,False,False,False,False,False,False,,,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",f3b8e49d-1add-4f1b-998f-d3d2c8c9eabc,2025-03-23,Novice,5,2,4,1,2,True,False,False,True,False,True,1,5,4,4,4,False,True,False,True,True,True,True,,,Male,Asian American and Pacific Islander,Prefer not to say,35,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,081284e9-a7c3-4526-8b29-6fac21e7dc74,2025-02-25,Expert,3,2,5,4,2,False,False,False,True,False,True,3,4,4,4,3,True,False,True,False,True,False,False,,,Male,White,86K-165K,42,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,27215,Libertarian,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Never,Never,Monthly,Never,Never,Never,Never,Never,Prolific
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,150f350e-279a-4cb9-8742-f67b5aa703ae,2025-02-25,Expert,4,3,4,3,3,True,False,False,True,False,False,1,4,3,4,4,False,False,True,True,False,True,False,,,Male,White,30-60K,52,Associate Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Independent,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Never,Monthly,Monthly,Never,Never,Never,Monthly,Prolific
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,28bce7ef-a5a3-46b6-90be-6267ce1901ec,2025-02-20,Expert,2,1,3,2,2,False,False,False,False,False,False,3,2,3,3,2,False,False,False,False,False,False,False,,,Male,White,86K-165K,40,Bachelor’s Degree,6-10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Weekly,Monthly,Weekly,Weekly,Never,Daily,Prolific
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,6cde05a1-0824-4cb6-88e8-df0e1e7d0795,2025-03-19,Novice,3,1,4,3,5,True,False,False,False,False,False,1,3,1,2,3,False,False,True,True,False,False,False,,,Male,White,Prefer not to say,41,Associate Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Daily,Weekly,Weekly,Monthly,Monthly,Daily,Prolific
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,6d3e3310-ef4c-4e4f-97cb-74b545f8552d,2025-02-24,Expert,3,4,5,2,3,True,False,False,True,True,False,1,2,2,4,3,False,True,True,True,True,True,False,,,Male,White,0-30K,42,"Some College, No Degree",More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,53215,Democrat,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Daily,Never,Monthly,Monthly,Never,Never,Monthly,Prolific
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,72587606-2c05-4592-9b98-71017b8b789b,2025-02-25,Average,5,1,1,2,1,True,True,False,False,False,True,3,2,1,4,1,False,False,False,False,False,False,False,,,Female,White,30-60K,39,"Some College, No Degree",6-10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Prolific
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,a0736564-37d1-4f2e-82e8-a31edd4fd58b,2025-03-09,Average,3,4,5,1,4,True,True,True,False,False,True,1,5,4,5,4,False,False,True,True,True,True,True,,,Female,Black,60-86K,18,Bachelor’s Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Never,Daily,Daily,Daily,Never,Never,Daily,Prolific
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,a6afe946-8c94-4aaf-95b3-5491db630053,2025-01-23,Expert,1,3,4,5,4,False,False,False,False,False,False,1,2,2,5,2,False,False,False,False,False,False,False,,,Male,White,30-60K,39,"Some College, No Degree",3-5 years,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,46219,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Weekly,Weekly,Weekly,Never,Monthly,Never,Weekly,Prolific
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,e228672d-3b77-43e0-ae2a-965ec512f8c7,2025-03-11,Average,2,3,3,2,3,False,False,False,False,False,False,1,2,2,4,2,False,False,False,False,False,False,False,,,Male,White,86K-165K,41,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,01468,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Monthly,Weekly,Daily,Weekly,Daily,Weekly,Never,Weekly,Prolific
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,f2ff57da-39b3-49c7-a119-0dfcd1a6aa98,2025-03-19,Average,2,4,5,3,5,False,False,False,False,False,False,4,5,5,5,4,True,True,True,True,True,True,True,,,Male,White,0-30K,22,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Prolific
1283,Computer User Support Specialists,Enter commands and observe system functioning to verify correct operations and detect errors.,28bce7ef-a5a3-46b6-90be-6267ce1901ec,2025-02-20,Expert,2,2,4,3,3,False,False,False,False,False,False,1,2,3,3,3,False,False,False,False,False,False,False,,,Male,White,86K-165K,40,Bachelor’s Degree,6-10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Weekly,Monthly,Weekly,Weekly,Never,Daily,Prolific
1283,Computer User Support Specialists,Enter commands and observe system functioning to verify correct operations and detect errors.,6cde05a1-0824-4cb6-88e8-df0e1e7d0795,2025-03-19,Novice,3,1,3,3,3,False,True,True,False,False,False,1,1,2,3,2,False,False,False,False,False,False,False,,,Male,White,Prefer not to say,41,Associate Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Daily,Weekly,Weekly,Monthly,Monthly,Daily,Prolific
